symbol,asOfDate,periodType,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,ForwardPeRatio,MarketCap,PbRatio,PeRatio,PegRatio,PsRatio,Ticker
O,2022-09-30,3M,52767391131.0,70.313958,63.023223,39.8406,36499887131.0,1.386426,58.787879,3.9078,10.990195,O
O,2022-12-31,3M,56416063403.0,72.139983,63.485133,43.1034,39780369403.0,1.566468,64.070707,4.2387,11.793741,O
O,2023-03-31,3M,61056648993.0,72.369354,64.651327,46.9484,42627452993.0,1.484597,44.591549,7.7755,11.592993,O
O,2023-06-30,3M,61579445670.0,69.371768,60.419097,44.843,42377537670.0,1.448354,42.105634,7.4245,10.804235,O
O,2023-09-30,3M,55252365145.0,59.24564,53.173085,37.037,35396851145.0,1.136583,37.268657,6.2068,8.75977,O
REG,2022-09-30,3M,13024204287.0,63.32974,42.844328,24.3309,9190086287.0,1.500414,19.095745,4.0318,7.641616,REG
REG,2022-12-31,3M,14488442000.0,67.747637,46.065688,28.9017,10695170000.0,1.744016,23.584906,4.7864,8.903394,REG
REG,2023-03-31,3M,14303648475.0,66.08109,44.98328,29.6736,10429638475.0,1.710622,21.772242,5.0599,8.586589,REG
REG,2023-06-30,3M,14424394632.0,69.251831,45.901455,30.303,10535216632.0,1.739253,27.575893,5.1667,8.565387,REG
REG,2023-09-30,3M,14674685716.0,67.706403,44.382938,27.933,10761998716.0,1.781725,27.775701,5.8769,8.148388,REG
REGN,2022-09-30,3M,70083356000.0,43.322839,23.868727,14.2045,74949056000.0,3.622863,13.785672,4.6183,5.503,REGN
REGN,2022-12-31,3M,74251057082.0,55.324534,21.746444,17.1233,78571657082.0,3.68842,15.218098,8.6708,5.963652,REGN
REGN,2023-03-31,3M,85096299000.0,87.23352,26.911324,19.8413,90137199000.0,3.977109,21.49843,3.5127,7.661243,REGN
REGN,2023-06-30,3M,71991106000.0,59.748615,22.795702,17.2117,78249006000.0,3.330425,19.536161,1.665,6.606033,REGN
REGN,2023-09-30,3M,83113982565.0,67.353308,24.716443,18.7617,89339482565.0,3.728593,21.754163,1.786,7.381492,REGN
RSG,2022-09-30,3M,55098940000.0,55.672365,15.31462,25.7732,42988640000.0,4.66487,31.201835,3.0838,3.525893,RSG
RSG,2022-12-31,3M,52621260734.0,61.27301,14.90814,25.9067,40760960734.0,4.29654,28.163755,3.0909,3.166086,RSG
RSG,2023-03-07,TTM,52264555090.0,,,24.5098,40326555090.0,4.163386,27.206823,2.9401,2.989293,RSG
RSG,2023-03-08,TTM,,14.247623,3.868211,,,,,,,RSG
RSG,2023-03-31,3M,54708086000.0,53.032266,15.276894,25.974,42770086000.0,4.41566,28.831557,3.1157,3.167807,RSG
RSG,2023-06-30,3M,60540388000.0,55.674442,16.248527,29.4985,48462988000.0,4.887106,31.977035,3.2792,3.433345,RSG
RSG,2023-09-30,3M,57260814412.0,50.189162,14.966626,24.3309,45079614412.0,4.400845,28.674044,2.4731,3.126239,RSG
RMD,2022-09-30,3M,32615846685.0,101.996875,34.321848,33.557,31972006685.0,9.513352,41.188679,2.9698,8.971031,RMD
RMD,2022-12-31,3M,31211111074.0,93.40589,30.192302,33.3333,30487642074.0,8.906362,38.975655,1.6404,8.447816,RMD
RMD,2023-03-31,3M,33861240326.0,95.799085,30.317218,29.6736,32174976326.0,8.607245,39.888889,1.5805,8.566027,RMD
RMD,2023-06-30,3M,33629749256.0,98.495031,29.971516,31.348,32133560256.0,8.171262,37.286689,2.5317,8.01581,RMD
RMD,2023-09-30,3M,23101490884.0,67.461623,20.957136,21.5983,21749473884.0,5.266339,24.280788,1.0634,5.163203,RMD
RVTY,2021-03-03,TTM,,,,,,,,1.7545,,RVTY
RVTY,2022-09-23,TTM,19749074590.0,,,18.2149,15438450590.0,2.154056,22.947467,3.2779,3.014771,RVTY
RVTY,2022-09-24,TTM,,13.220465,3.934063,,,,,,,RVTY
RVTY,2022-09-30,3M,19499151181.0,91.627474,27.394028,17.9211,15188527181.0,2.119185,22.575985,3.2249,2.965967,RVTY
RVTY,2022-12-31,3M,21855935302.0,82.416448,29.486674,21.978,17712018302.0,2.506938,27.333333,3.9207,3.669397,RVTY
RVTY,2023-03-31,3M,20986764121.0,130.202152,31.097722,26.3852,16845661121.0,2.281721,32.82266,4.7546,5.087088,RVTY
RVTY,2023-06-30,3M,16949789627.0,82.084883,23.904389,23.8663,14901136627.0,1.854803,42.425,4.5092,4.965469,RVTY
RVTY,2023-09-30,3M,16177618932.0,87.753965,24.119097,19.685,13741717932.0,1.746098,55.909091,3.8214,4.920309,RVTY
ROK,2022-09-30,3M,28730172000.0,65.519206,13.511815,19.802,24780672000.0,10.363279,37.541012,2.3766,3.380469,ROK
ROK,2022-12-31,3M,33247444219.0,59.391647,16.783162,24.0385,29555144219.0,10.846975,32.31744,2.5544,3.873308,ROK
ROK,2023-03-31,3M,37621264121.0,97.162356,16.533912,25.974,33710164121.0,11.565172,31.793066,2.6758,4.326881,ROK
ROK,2023-06-30,3M,41714056979.0,73.401473,18.633161,24.3902,37840656979.0,11.991969,29.093724,2.5315,4.572078,ROK
ROK,2023-09-30,3M,36485054214.0,87.536119,14.235848,21.1864,32835054214.0,9.816307,23.336327,2.2302,3.837231,ROK
ROL,2020-10-28,TTM,,,,74.6269,,,,,,ROL
ROL,2022-09-02,TTM,16883942781.0,,,40.4858,16614160781.0,14.503002,50.358209,3.9422,6.499972,ROL
ROL,2022-09-05,TTM,,30.976472,6.607496,,,,,,,ROL
ROL,2022-09-30,3M,17348726080.0,102.084357,23.775018,41.4938,17078944080.0,14.908726,51.761194,4.052,6.681062,ROL
ROL,2022-12-31,3M,18272120811.0,127.822656,27.626848,43.29,17994942811.0,15.038264,52.2,4.2188,6.827514,ROL
ROL,2023-03-07,TTM,17524935660.0,,,40.1606,17283952660.0,13.639515,46.813333,3.4063,6.413114,ROL
ROL,2023-03-08,TTM,,29.558943,6.500774,,,,,,,ROL
ROL,2023-03-31,3M,18735279297.0,134.345452,28.47242,42.9185,18494296297.0,14.59465,50.04,3.641,6.855146,ROL
ROL,2023-06-30,3M,21336283193.0,117.07344,25.996081,48.0769,21107513193.0,16.390977,54.910256,3.5806,7.634046,ROL
ROL,2023-09-30,3M,18541209355.0,91.658844,22.061654,35.5872,18071328355.0,13.46371,47.253165,2.6873,6.4076,ROL
ROP,2022-09-30,3M,42703207648.0,77.193072,31.624978,24.4499,38125307648.0,2.777497,37.777311,2.0086,6.376829,ROP
ROP,2022-12-31,3M,50589032012.0,92.670877,35.354694,27.248,45824032012.0,3.308227,42.612426,2.2521,7.513997,ROP
ROP,2023-03-31,3M,52735648859.0,90.735803,35.881914,27.3973,46820348859.0,2.919375,47.745395,2.044,8.761624,ROP
ROP,2023-06-30,3M,56731846107.0,83.099233,37.050579,29.5858,51249546107.0,3.137849,49.720786,2.213,9.239171,ROP
ROP,2023-09-30,3M,56881254167.0,84.11898,36.383046,27.3973,51677954167.0,3.086006,44.307411,2.0394,8.961789,ROP
ROST,2022-07-15,TTM,,,,,27287260749.0,,,,,ROST
ROST,2022-10-31,3M,34718436520.0,63.186468,7.604538,18.7617,32994677520.0,7.994928,22.675355,2.1157,1.80867,ROST
ROST,2023-01-31,3M,42312005070.0,63.840581,8.114716,23.2019,40509977070.0,9.768502,28.617433,2.6132,2.220011,ROST
ROST,2023-04-30,3M,37661755878.0,67.830054,8.379174,20.9205,36507184878.0,8.48759,24.36758,2.2772,1.97079,ROST
ROST,2023-07-31,3M,40176152480.0,61.226868,8.141221,25.3165,38860896480.0,9.015621,25.475556,2.0301,2.085372,ROST
ROST,2023-10-31,3M,40467841986.0,62.014644,8.217073,22.1729,39271172986.0,8.815589,24.622081,1.6982,2.058608,ROST
RCL,2020-07-31,TTM,,,,,,,57.305882,,,RCL
RCL,2022-09-30,3M,31415144096.0,42.439133,10.495943,8.5034,9671331096.0,2.846101,,,2.062645,RCL
RCL,2022-12-31,3M,34994560001.0,119.844794,13.438812,10.7181,12613647001.0,3.935969,,,1.745545,RCL
RCL,2023-03-31,3M,38758237364.0,57.740391,13.433718,18.9036,16699285364.0,5.820976,,,1.88362,RCL
RCL,2023-06-30,3M,47394963719.0,40.183306,13.453081,23.2558,26573808719.0,9.318853,,,2.481756,RCL
RCL,2023-09-30,3M,43895759298.0,25.568791,10.550716,11.1359,23603813298.0,7.019014,,,1.971979,RCL
SPGI,2022-09-30,3M,107334030000.0,90.120932,37.516264,21.692,99483030000.0,2.522837,23.027903,3.1088,8.783844,SPGI
SPGI,2022-12-31,3M,119114452000.0,121.297813,40.556504,26.738,109123452000.0,2.964868,28.62735,4.5081,9.637792,SPGI
SPGI,2023-03-31,3M,120835216000.0,85.095223,38.238992,27.5482,110602216000.0,3.039524,33.80098,2.3494,9.821058,SPGI
SPGI,2023-06-30,3M,139432512000.0,115.615682,44.963725,32.1543,128605512000.0,3.536033,48.889024,2.472,11.067073,SPGI
SPGI,2023-09-30,3M,126760462000.0,93.137738,41.102614,25.1889,116273462000.0,3.255488,51.466197,2.0966,9.846586,SPGI
CRM,2022-09-02,TTM,153962000000.0,,,32.8947,153690000000.0,2.557323,295.557692,1.8996,5.252298,CRM
CRM,2022-09-06,TTM,,40.709149,5.251091,,,,,,,CRM
CRM,2022-10-31,3M,161398690000.0,115.202491,20.594448,29.0698,161126690000.0,2.681066,312.673077,1.6803,5.556452,CRM
CRM,2023-01-31,3M,166858570000.0,75.263225,19.902024,29.9401,164778570000.0,2.77634,646.038462,1.7094,5.554365,CRM
CRM,2023-04-30,3M,195788835357.0,82.368042,23.740613,27.8552,194208835357.0,3.320953,944.619048,1.3911,6.308206,CRM
CRM,2023-07-31,3M,218480750000.0,90.468219,25.395879,30.303,219384750000.0,3.821235,592.131579,1.5142,6.946803,CRM
CRM,2023-10-31,3M,195810590000.0,80.980393,22.455343,21.3675,195407590000.0,3.36434,125.51875,1.0694,6.011965,CRM
SBAC,2022-09-23,TTM,46359615166.0,,,48.3092,31799299166.0,,91.260062,2.027,13.235612,SBAC
SBAC,2022-09-24,TTM,,31.827651,18.873421,,,,,,,SBAC
SBAC,2022-09-30,3M,45292268600.0,120.79259,67.041654,46.729,30731952600.0,,88.126935,1.9574,12.781208,SBAC
SBAC,2022-12-31,3M,44674087956.0,105.450959,65.113655,52.356,30263819956.0,,75.555256,2.2047,12.099066,SBAC
SBAC,2023-03-31,3M,43306784820.0,97.99201,64.109192,50.2513,28280668820.0,,61.864929,2.661,10.844087,SBAC
SBAC,2023-06-30,3M,40089047560.0,86.507316,59.084816,45.4545,25118380560.0,,67.568513,2.3551,9.421197,SBAC
SBAC,2023-09-30,3M,36382245863.0,95.462144,53.303884,29.6736,21694969863.0,,43.047312,1.5263,8.049237,SBAC
SLB,2022-09-30,3M,61936976522.0,49.312879,8.283667,13.21,50905976522.0,3.118283,19.617486,0.5207,2.075968,SLB
SLB,2022-12-31,3M,85547947211.0,42.413459,10.857716,18.797,75805947211.0,4.414401,25.826087,0.7598,2.906754,SLB
SLB,2023-03-31,3M,79315747386.0,62.0624,10.252811,16.6667,69983747386.0,3.957238,20.543933,1.124,2.511719,SLB
SLB,2023-06-30,3M,80142657105.0,40.455657,9.895377,16.0772,69808657105.0,3.863663,18.328358,1.0634,2.368418,SLB
SLB,2023-09-30,3M,92996144732.0,44.220706,11.190872,16.0,82855144732.0,4.459664,21.355311,1.099,2.694349,SLB
STX,2022-09-30,3M,16069489218.0,68.967765,7.896555,9.6246,10988489218.0,100.811828,7.232337,26.738,1.022513,STX
STX,2022-12-31,3M,16350775382.0,87.437302,8.664958,20.3666,10862775382.0,,10.078544,,1.087651,STX
STX,2023-03-31,3M,18949351831.0,-98.18317,10.187824,12.7226,13690351831.0,,23.28169,,1.509476,STX
STX,2023-06-30,3M,18023181002.0,174.98234,11.250425,21.4592,12831181002.0,,,,1.543072,STX
STX,2023-09-30,3M,18844488994.0,1449.576076,12.960446,58.4795,13795488994.0,,,0.5433,1.848815,STX
SEE,2022-09-30,3M,9888849139.0,36.143454,7.061446,10.0,6438549139.0,32.241107,12.32964,,1.153646,SEE
SEE,2022-12-31,3M,10680117197.0,46.174307,7.596641,11.8624,7215517197.0,33.0717,13.126316,,1.282999,SEE
SEE,2023-03-31,3M,9924333759.0,58.481637,7.357899,12.4688,6628733759.0,19.263975,13.786787,,1.199442,SEE
SEE,2023-06-30,3M,10388665000.0,46.523354,7.523657,11.0254,5776365000.0,16.670606,14.440433,2.0119,1.049506,SEE
SEE,2023-09-30,3M,9545700000.0,58.419217,6.908163,10.0301,4764700000.0,11.553589,12.494297,2.24,0.863956,SEE
SRE,2022-09-30,3M,71978160000.0,75.527975,19.899961,16.6667,47081160000.0,1.814163,43.210375,3.1794,3.354438,SRE
SRE,2022-12-31,3M,75386077918.0,81.410451,21.819415,17.2414,48577077918.0,1.856301,21.613986,3.2916,3.306312,SRE
SRE,2023-03-31,3M,77073400000.0,34.500179,11.748994,16.8919,47615400000.0,1.756054,22.833837,3.1095,3.31212,SRE
SRE,2023-06-30,3M,75698850000.0,54.498812,22.698306,16.3132,45860850000.0,1.657601,18.761598,2.8453,2.678491,SRE
SRE,2023-09-30,3M,73600764053.0,61.436364,22.075814,14.1643,42811764053.0,1.538,17.244613,,2.53484,SRE
NOW,2022-06-21,TTM,,,,62.5,,,,,,NOW
NOW,2022-06-22,TTM,,,14.294722,,,,,,,NOW
NOW,2022-06-27,TTM,,,,,,,455.688073,,,NOW
NOW,2022-09-30,3M,74587220000.0,340.580913,40.735784,40.8163,76277220000.0,18.187225,419.566667,1.3555,11.647332,NOW
NOW,2022-12-31,3M,76599540000.0,248.699805,39.484299,42.3729,78430540000.0,17.416094,392.191919,1.4133,11.427155,NOW
NOW,2023-03-31,3M,92754880000.0,343.536593,44.253282,50.5051,94802880000.0,18.84,290.45,1.925,13.055457,NOW
NOW,2023-06-30,3M,111965880000.0,442.552885,52.077153,60.6061,114641880000.0,20.471764,286.719388,2.301,15.03952,NOW
NOW,2023-09-30,3M,111492840000.0,295.736976,48.729388,45.6621,114027840000.0,16.54888,80.310345,1.7169,14.241802,NOW
SHW,2021-03-29,TTM,,,,,,,,3.1986,,SHW
SHW,2022-09-02,TTM,72276023515.0,,,21.8341,60081223515.0,27.007652,34.806306,1.9032,2.943391,SHW
SHW,2022-09-05,TTM,,23.800844,3.478187,,,,,,,SHW
SHW,2022-09-30,3M,65254414426.0,58.045201,10.790491,19.4932,53059614426.0,23.851306,30.743243,1.697,2.599798,SHW
SHW,2022-12-31,3M,73817206919.0,108.15708,14.112839,22.7273,61502506919.0,23.650412,32.11502,1.9595,2.875425,SHW
SHW,2023-03-31,3M,70275106327.0,97.051659,12.912521,26.5252,57966006327.0,18.686053,29.115285,2.4235,2.656781,SHW
SHW,2023-06-30,3M,81126798130.0,72.189712,12.999839,31.9489,68278098130.0,21.560597,32.579141,3.5743,3.06682,SHW
SHW,2023-09-30,3M,77717052215.0,69.958639,12.705716,24.2718,65585752215.0,17.979166,28.307436,2.5598,2.890305,SHW
SPG,2022-09-02,TTM,57798239350.0,,,15.2672,32909472350.0,10.862169,15.683307,1.7541,6.354077,SPG
SPG,2022-09-05,TTM,,12.522642,11.118349,,,,,,,SPG
SPG,2022-09-30,3M,54232869742.0,48.433665,41.21709,13.6426,29344102742.0,9.685376,14.00156,1.566,5.672719,SPG
SPG,2022-12-31,3M,62991095366.0,46.897197,44.996918,17.6056,38410531366.0,12.889405,19.58,2.0207,7.39046,SPG
SPG,2023-03-31,3M,61491840745.0,60.745281,45.520884,18.4162,36613794745.0,11.822003,17.173313,13.0697,6.936786,SPG
SPG,2023-06-30,3M,62736415139.0,56.743609,45.806344,17.9211,37784945139.0,12.755872,17.49697,12.7017,7.071817,SPG
SPG,2023-09-30,3M,60034790291.0,47.972223,42.549258,19.1205,35347312291.0,12.452275,16.417933,13.5629,6.500132,SPG
SWKS,2022-09-30,3M,15403254000.0,27.12318,10.947586,7.3153,13660254000.0,2.580035,10.821066,0.625,2.608966,SWKS
SWKS,2022-12-31,3M,16326983000.0,30.291249,12.282391,8.8106,14498783000.0,2.651085,11.668374,0.8619,2.712885,SWKS
SWKS,2023-03-31,3M,20211116000.0,47.090205,17.527635,12.1803,18782416000.0,3.38428,16.073569,1.1913,3.597629,SWKS
SWKS,2023-06-30,3M,18779448000.0,48.525705,17.531225,11.236,17621848000.0,3.07381,15.972583,1.118,3.471827,SWKS
SWKS,2023-09-30,3M,16700905000.0,41.565219,13.702745,10.7759,15725105000.0,2.675293,15.191063,1.1292,3.184474,SWKS
SJM,2022-10-31,3M,20715756000.0,51.112154,9.394475,17.9856,16060356000.0,1.971975,27.694853,2.7231,2.020512,SJM
SJM,2023-01-31,3M,20971280000.0,48.918311,9.462293,15.748,16288480000.0,1.982218,28.667917,2.2872,2.006096,SJM
SJM,2023-04-30,3M,20765479120.0,-38.059896,9.291874,18.4843,16465679120.0,1.934036,23.254518,6.2899,1.983846,SJM
SJM,2023-07-31,3M,18667287187.0,51.781657,10.340842,16.5289,15386287187.0,2.11037,,4.4216,1.875795,SJM
SNA,2022-09-30,3M,11154489450.0,34.069913,10.117451,11.919,10725489450.0,2.480226,12.639674,1.5442,2.506592,SNA
SNA,2022-12-31,3M,12623803465.0,36.233649,10.92119,13.8313,12145303465.0,2.805188,13.847879,1.8314,2.792387,SNA
SNA,2023-03-31,3M,13624874863.0,37.206103,11.517223,14.43,13116974863.0,2.927047,14.678359,2.0165,2.978418,SNA
SNA,2023-06-30,3M,15667721493.0,40.642598,13.151785,16.5837,15254421493.0,3.308842,16.543628,2.3151,3.408611,SNA
SNA,2023-09-30,3M,13877994732.0,38.852169,11.971012,13.4228,13496894732.0,2.829887,14.138581,1.8775,2.976478,SNA
SEDG,2022-02-16,TTM,,,,,,10.692816,,,,SEDG
SEDG,2022-02-23,TTM,,52.698794,,,,,,,,SEDG
SEDG,2022-09-30,3M,12769289774.0,130.858362,15.261072,24.6305,12937249774.0,6.380787,90.414063,0.9256,5.333415,SEDG
SEDG,2022-12-31,3M,15683349241.0,2177.940458,17.607852,41.4938,15833341241.0,7.748502,139.541872,1.3451,5.868707,SEDG
SEDG,2023-03-31,3M,16833550697.0,106.799672,17.834248,37.037,17125504697.0,7.868853,184.212121,1.5558,5.677848,SEDG
SEDG,2023-06-30,3M,14814777277.0,90.544358,14.944948,27.3224,15216483277.0,6.472912,79.132353,0.9266,4.655838,SEDG
SEDG,2023-09-30,3M,7008911750.0,-4894.491446,9.663399,11.5607,7324802750.0,2.90645,25.05029,0.2796,2.085258,SEDG
SO,2022-09-30,3M,129009752304.0,36.849401,15.398634,17.8571,74029752304.0,2.576651,24.028269,3.0431,2.813721,SO
SO,2022-12-31,3M,132625126647.0,105.091226,18.820083,19.0476,77742126647.0,2.512231,22.598101,2.9296,2.741094,SO
SO,2023-03-07,TTM,127267446429.0,,,17.762,70049446429.0,2.303652,19.733129,2.4343,2.375106,SO
SO,2023-03-08,TTM,,12.345276,4.346714,,,,,,,SO
SO,2023-03-31,3M,133088208733.0,49.091925,20.538304,19.3424,75870208733.0,2.495074,21.343558,3.3324,2.568896,SO
SO,2023-06-30,3M,136107897174.0,49.78343,23.679175,19.5313,76610897174.0,2.509529,22.808442,3.3074,2.62614,SO
SO,2023-09-30,3M,130852174592.0,36.227069,18.74673,16.129,70580174592.0,2.301281,23.032028,3.091,2.562774,SO
LUV,2020-09-24,TTM,,,,,,,108.411765,,,LUV
LUV,2020-12-31,TTM,,,,125.0,,,,28.5732,,LUV
LUV,2022-09-30,3M,13868918965.0,18.176827,2.22973,8.3333,18298918965.0,1.645586,19.037037,0.3144,0.908345,LUV
LUV,2022-12-31,3M,16430629974.0,116.529291,2.662124,9.5694,19991629974.0,1.830829,25.315789,0.3766,0.940306,LUV
LUV,2023-03-31,3M,16497240068.0,74.987455,2.891209,10.7527,19358240068.0,1.811382,37.402299,0.2824,0.877244,LUV
LUV,2023-06-30,3M,19249594995.0,14.660773,2.735483,12.1507,21547594995.0,2.091593,33.841122,0.3227,0.937119,LUV
LUV,2023-09-30,3M,13272804881.0,19.780633,2.034146,9.4162,16123804881.0,1.494467,28.797872,0.3467,0.690885,LUV
SWK,2022-09-30,3M,22641226694.0,100.449098,5.495977,10.2775,11117226694.0,1.314171,13.08,,0.722508,SWK
SWK,2022-12-31,3M,19245886964.0,134.211206,4.827402,16.3399,11113386964.0,1.287445,20.302703,,0.694853,SWK
SWK,2023-03-31,3M,19508690594.0,113.687008,4.961771,73.5294,12333190594.0,1.269879,76.018868,,0.744364,SWK
SWK,2023-06-30,3M,21894503447.0,84.469535,5.264494,101.0101,14351003447.0,1.512176,,,0.870266,SWK
SWK,2023-09-30,3M,20300567328.0,48.635763,5.134315,19.685,12806967328.0,1.344021,,,0.780761,SWK
SBUX,2022-09-30,3M,117324624000.0,74.073252,13.943646,25.0627,96679924000.0,,23.735211,1.8687,3.075432,SBUX
SBUX,2022-12-31,3M,134483660000.0,83.675747,15.433234,29.1545,113861760000.0,,35.053004,1.6754,3.563477,SBUX
SBUX,2023-03-31,3M,140185109000.0,81.850358,16.076643,30.8642,119676609000.0,,36.15625,1.7457,3.646423,SBUX
SBUX,2023-06-30,3M,134620484000.0,68.345679,14.683255,24.3309,113562384000.0,,32.162338,1.3682,3.357448,SBUX
SBUX,2023-09-30,3M,125291858000.0,59.301334,13.366461,22.4215,104540658000.0,,27.82622,1.2602,3.003023,SBUX
STLD,2020-12-24,TTM,,,,,,,,10.9053,,STLD
STLD,2022-09-30,3M,14217345690.0,10.669414,2.515584,5.3362,12527189690.0,1.650845,3.174497,,0.626875,STLD
STLD,2022-12-31,3M,18184689659.0,20.558218,3.767843,6.6357,17153326659.0,2.119625,4.319187,,0.81762,STLD
STLD,2023-03-31,3M,20053405597.0,20.504714,4.098214,7.1736,19239462597.0,2.366374,5.404398,,0.937675,STLD
STLD,2023-06-30,3M,18865234790.0,15.642127,3.712438,6.7659,18124136790.0,2.174035,5.760444,,0.905551,STLD
STLD,2023-09-30,3M,18741032174.0,21.286178,4.085633,12.1065,17760391174.0,2.013019,6.208454,,0.915896,STLD
STE,2022-09-30,3M,19472945040.0,-112.863084,16.220466,,16606051040.0,2.591639,43.528796,,3.510089,STE
STE,2022-12-31,3M,21380397189.0,112.031928,17.58265,,18436301189.0,3.164114,,,3.882687,STE
STE,2023-03-31,3M,21858891120.0,96.823579,15.784451,,18865755120.0,3.11907,,,4.004227,STE
STE,2023-06-30,3M,25289501380.0,133.877012,19.687563,,22223749380.0,3.656907,210.261682,,4.549027,STE
STE,2023-09-30,3M,24588713104.0,132.31547,18.317525,,21674616104.0,3.51388,181.338843,,4.308907,STE
SYK,2022-09-02,TTM,89340627054.0,,,19.6078,77086627054.0,4.918121,37.524862,2.305,4.4216,SYK
SYK,2022-09-05,TTM,,24.686551,5.067822,,,,,,,SYK
SYK,2022-09-30,3M,88901197819.0,84.346487,19.848448,19.4932,76647197819.0,4.890085,37.300184,2.2923,4.395126,SYK
SYK,2022-12-31,3M,103784333341.0,82.762626,19.950852,24.57,92522333341.0,5.624027,38.023328,2.7484,5.206719,SYK
SYK,2023-03-31,3M,119486743148.0,120.450346,25.00769,28.49,108366743148.0,6.521831,46.267423,3.1832,5.913959,SYK
SYK,2023-06-30,3M,127170555140.0,103.643484,25.454475,30.303,115866555140.0,6.858038,44.409025,3.6502,6.154682,SYK
SYK,2023-09-30,3M,115251010302.0,95.882704,23.477492,23.8663,103782010302.0,5.979714,38.597458,2.6868,5.376206,SYK
SNPS,2022-07-22,TTM,,,,34.6021,,,,,,SNPS
SNPS,2022-10-31,3M,43715208250.0,158.348275,34.038372,29.4985,44577306250.0,7.954515,44.460486,1.6577,9.272401,SNPS
SNPS,2023-01-31,3M,52995275000.0,149.668229,38.928758,35.7143,53904425000.0,9.772863,56.240064,2.0045,10.893656,SNPS
SNPS,2023-03-07,TTM,54412059866.0,,,35.461,55023549866.0,9.761567,59.715702,2.376,10.891268,SNPS
SNPS,2023-03-08,TTM,,42.08297,10.519231,,,,,,,SNPS
SNPS,2023-04-30,3M,55941168703.0,159.331156,40.105135,35.0877,56552658703.0,10.029503,61.375207,2.3577,11.193937,SNPS
SNPS,2023-07-31,3M,67724561000.0,172.77996,45.535606,38.7597,68730075000.0,11.785277,76.317568,2.568,13.293567,SNPS
SNPS,2023-10-31,3M,70248824052.0,141.56619,43.929457,37.4532,71394227052.0,11.981802,70.486486,2.1239,13.198465,SNPS
SYY,2020-10-28,TTM,,,,,,,130.452381,,,SYY
SYY,2022-09-30,3M,46355414886.0,49.550532,2.423581,16.7224,35832851886.0,25.92338,26.784091,1.1485,0.529537,SYY
SYY,2022-12-31,3M,49846755362.0,94.24876,2.680805,18.3486,38742377362.0,34.774316,27.109929,1.2599,0.549635,SYY
SYY,2023-03-31,3M,50491792387.0,55.300806,2.674966,16.3132,39202258387.0,27.28843,27.880866,1.1086,0.536923,SYY
SYY,2023-06-30,3M,48547801995.0,36.685756,2.460831,16.6389,37595827995.0,23.865791,24.569536,1.231,0.501795,SYY
SYY,2023-09-30,3M,43724765030.0,42.379225,2.22853,15.1515,33304099030.0,16.579833,19.034582,1.6133,0.441102,SYY
TMUS,2021-08-19,TTM,275815974543.0,,,56.8182,175825974543.0,2.605987,44.166144,1.587,2.226122,TMUS
TMUS,2021-08-21,TTM,,11.056078,3.477169,,,,,,,TMUS
TMUS,2022-09-02,TTM,282967774687.0,,,19.084,178048774687.0,2.542319,103.635037,0.448,2.222828,TMUS
TMUS,2022-09-05,TTM,,14.029141,3.526957,,,,,,,TMUS
TMUS,2022-09-30,3M,272645510836.0,59.386955,13.998332,18.1818,167726510836.0,2.39493,97.934307,0.427,2.100555,TMUS
TMUS,2022-12-31,3M,277487578760.0,46.163297,13.687544,19.2678,174181578760.0,2.462643,114.754098,0.4713,2.198383,TMUS
TMUS,2023-03-31,3M,277839215713.0,42.039524,14.152364,20.7469,174488215713.0,2.504999,70.31068,0.3719,2.285114,TMUS
TMUS,2023-06-30,3M,269446386097.0,38.999332,14.03659,19.4553,163957386097.0,2.449868,45.2443,0.3492,2.191414,TMUS
TMUS,2023-09-30,3M,270803834921.0,39.684032,14.06627,13.5318,164762834921.0,2.475061,27.898406,0.2454,2.19589,TMUS
TTWO,2022-09-30,3M,20633000000.0,166.798707,14.806602,22.3214,18257500000.0,1.88956,71.710526,0.4531,3.494326,TTWO
TTWO,2022-12-31,3M,19841605590.0,90.642328,14.094051,16.129,17475005590.0,1.859957,,0.3421,3.228506,TTWO
TTWO,2023-03-31,3M,22518470000.0,106.0691,15.570786,19.8807,20149770000.0,2.109835,,0.4759,3.629941,TTWO
TTWO,2023-06-30,3M,27460368000.0,188.342716,21.374926,46.729,24987768000.0,2.763369,,4.6721,4.398378,TTWO
TTWO,2023-09-30,3M,26449641659.0,212.617698,20.358406,46.5116,23842541659.0,2.666891,,4.6548,4.266489,TTWO
TPR,2020-04-07,TTM,,,,,,,7.058537,,,TPR
TPR,2022-09-30,3M,9189673425.0,31.975203,6.100016,7.3314,6881473425.0,3.010927,8.968454,0.7484,1.148768,TPR
TPR,2022-12-31,3M,11853106342.0,25.240857,5.85223,10.4493,9175806342.0,3.984606,12.050633,1.0369,1.478345,TPR
TPR,2023-03-31,3M,12634620581.0,46.587834,8.37007,10.142,10177220581.0,4.399628,12.792285,0.9877,1.648095,TPR
TPR,2023-06-30,3M,12562445840.0,38.689393,7.75699,10.0705,9920945840.0,4.383205,11.630435,0.9465,1.576678,TPR
TPR,2023-09-30,3M,9137961740.0,30.861066,6.038833,6.93,6587461740.0,2.892028,7.409794,1.0497,1.041507,TPR
TRGP,2022-09-30,3M,20959203134.0,29.758914,3.910226,11.8203,13652403134.0,6.595682,67.044444,0.4919,0.661069,TRGP
